audio_id,mfcc_path,mel_spectrogram_path,pitch_path,tempo_path,sample_rate,duration_seconds,mfcc_shape,mel_spectrogram_shape,pitch_shape,tempo_shape,feature_format
librispeech_0507,data\features\audio_npy\librispeech_0507_mfcc.npy,data\features\audio_npy\librispeech_0507_mel_spectrogram.npy,data\features\audio_npy\librispeech_0507_pitch.npy,data\features\audio_npy\librispeech_0507_tempo.npy,16000,8.955,"(13, 280)","(128, 280)","(240,)","(1,)",npy
librispeech_0508,data\features\audio_npy\librispeech_0508_mfcc.npy,data\features\audio_npy\librispeech_0508_mel_spectrogram.npy,data\features\audio_npy\librispeech_0508_pitch.npy,data\features\audio_npy\librispeech_0508_tempo.npy,16000,8.645,"(13, 271)","(128, 271)","(246,)","(1,)",npy
librispeech_0509,data\features\audio_npy\librispeech_0509_mfcc.npy,data\features\audio_npy\librispeech_0509_mel_spectrogram.npy,data\features\audio_npy\librispeech_0509_pitch.npy,data\features\audio_npy\librispeech_0509_tempo.npy,16000,9.46,"(13, 296)","(128, 296)","(258,)","(1,)",npy
librispeech_0510,data\features\audio_npy\librispeech_0510_mfcc.npy,data\features\audio_npy\librispeech_0510_mel_spectrogram.npy,data\features\audio_npy\librispeech_0510_pitch.npy,data\features\audio_npy\librispeech_0510_tempo.npy,16000,9.28,"(13, 290)","(128, 290)","(261,)","(1,)",npy
librispeech_0511,data\features\audio_npy\librispeech_0511_mfcc.npy,data\features\audio_npy\librispeech_0511_mel_spectrogram.npy,data\features\audio_npy\librispeech_0511_pitch.npy,data\features\audio_npy\librispeech_0511_tempo.npy,16000,8.39,"(13, 263)","(128, 263)","(222,)","(1,)",npy
librispeech_0512,data\features\audio_npy\librispeech_0512_mfcc.npy,data\features\audio_npy\librispeech_0512_mel_spectrogram.npy,data\features\audio_npy\librispeech_0512_pitch.npy,data\features\audio_npy\librispeech_0512_tempo.npy,16000,8.71,"(13, 273)","(128, 273)","(237,)","(1,)",npy
librispeech_0513,data\features\audio_npy\librispeech_0513_mfcc.npy,data\features\audio_npy\librispeech_0513_mel_spectrogram.npy,data\features\audio_npy\librispeech_0513_pitch.npy,data\features\audio_npy\librispeech_0513_tempo.npy,16000,7.65,"(13, 240)","(128, 240)","(225,)","(1,)",npy
librispeech_0514,data\features\audio_npy\librispeech_0514_mfcc.npy,data\features\audio_npy\librispeech_0514_mel_spectrogram.npy,data\features\audio_npy\librispeech_0514_pitch.npy,data\features\audio_npy\librispeech_0514_tempo.npy,16000,7.215,"(13, 226)","(128, 226)","(215,)","(1,)",npy
librispeech_0515,data\features\audio_npy\librispeech_0515_mfcc.npy,data\features\audio_npy\librispeech_0515_mel_spectrogram.npy,data\features\audio_npy\librispeech_0515_pitch.npy,data\features\audio_npy\librispeech_0515_tempo.npy,16000,8.63,"(13, 270)","(128, 270)","(237,)","(1,)",npy
librispeech_0516,data\features\audio_npy\librispeech_0516_mfcc.npy,data\features\audio_npy\librispeech_0516_mel_spectrogram.npy,data\features\audio_npy\librispeech_0516_pitch.npy,data\features\audio_npy\librispeech_0516_tempo.npy,16000,9.84,"(13, 308)","(128, 308)","(266,)","(1,)",npy
librispeech_0517,data\features\audio_npy\librispeech_0517_mfcc.npy,data\features\audio_npy\librispeech_0517_mel_spectrogram.npy,data\features\audio_npy\librispeech_0517_pitch.npy,data\features\audio_npy\librispeech_0517_tempo.npy,16000,9.35,"(13, 293)","(128, 293)","(264,)","(1,)",npy
librispeech_0518,data\features\audio_npy\librispeech_0518_mfcc.npy,data\features\audio_npy\librispeech_0518_mel_spectrogram.npy,data\features\audio_npy\librispeech_0518_pitch.npy,data\features\audio_npy\librispeech_0518_tempo.npy,16000,3.995,"(13, 125)","(128, 125)","(101,)","(1,)",npy
librispeech_0519,data\features\audio_npy\librispeech_0519_mfcc.npy,data\features\audio_npy\librispeech_0519_mel_spectrogram.npy,data\features\audio_npy\librispeech_0519_pitch.npy,data\features\audio_npy\librispeech_0519_tempo.npy,16000,7.64,"(13, 239)","(128, 239)","(219,)","(1,)",npy
librispeech_0520,data\features\audio_npy\librispeech_0520_mfcc.npy,data\features\audio_npy\librispeech_0520_mel_spectrogram.npy,data\features\audio_npy\librispeech_0520_pitch.npy,data\features\audio_npy\librispeech_0520_tempo.npy,16000,8.385,"(13, 263)","(128, 263)","(244,)","(1,)",npy
librispeech_0521,data\features\audio_npy\librispeech_0521_mfcc.npy,data\features\audio_npy\librispeech_0521_mel_spectrogram.npy,data\features\audio_npy\librispeech_0521_pitch.npy,data\features\audio_npy\librispeech_0521_tempo.npy,16000,8.925,"(13, 279)","(128, 279)","(255,)","(1,)",npy
librispeech_0522,data\features\audio_npy\librispeech_0522_mfcc.npy,data\features\audio_npy\librispeech_0522_mel_spectrogram.npy,data\features\audio_npy\librispeech_0522_pitch.npy,data\features\audio_npy\librispeech_0522_tempo.npy,16000,8.655,"(13, 271)","(128, 271)","(238,)","(1,)",npy
librispeech_0523,data\features\audio_npy\librispeech_0523_mfcc.npy,data\features\audio_npy\librispeech_0523_mel_spectrogram.npy,data\features\audio_npy\librispeech_0523_pitch.npy,data\features\audio_npy\librispeech_0523_tempo.npy,16000,8.25,"(13, 258)","(128, 258)","(227,)","(1,)",npy
librispeech_0524,data\features\audio_npy\librispeech_0524_mfcc.npy,data\features\audio_npy\librispeech_0524_mel_spectrogram.npy,data\features\audio_npy\librispeech_0524_pitch.npy,data\features\audio_npy\librispeech_0524_tempo.npy,16000,8.02,"(13, 251)","(128, 251)","(213,)","(1,)",npy
librispeech_0525,data\features\audio_npy\librispeech_0525_mfcc.npy,data\features\audio_npy\librispeech_0525_mel_spectrogram.npy,data\features\audio_npy\librispeech_0525_pitch.npy,data\features\audio_npy\librispeech_0525_tempo.npy,16000,8.945,"(13, 280)","(128, 280)","(257,)","(1,)",npy
librispeech_0526,data\features\audio_npy\librispeech_0526_mfcc.npy,data\features\audio_npy\librispeech_0526_mel_spectrogram.npy,data\features\audio_npy\librispeech_0526_pitch.npy,data\features\audio_npy\librispeech_0526_tempo.npy,16000,8.22,"(13, 257)","(128, 257)","(233,)","(1,)",npy
librispeech_0527,data\features\audio_npy\librispeech_0527_mfcc.npy,data\features\audio_npy\librispeech_0527_mel_spectrogram.npy,data\features\audio_npy\librispeech_0527_pitch.npy,data\features\audio_npy\librispeech_0527_tempo.npy,16000,14.675,"(13, 459)","(128, 459)","(408,)","(1,)",npy
librispeech_0528,data\features\audio_npy\librispeech_0528_mfcc.npy,data\features\audio_npy\librispeech_0528_mel_spectrogram.npy,data\features\audio_npy\librispeech_0528_pitch.npy,data\features\audio_npy\librispeech_0528_tempo.npy,16000,14.05,"(13, 440)","(128, 440)","(416,)","(1,)",npy
librispeech_0529,data\features\audio_npy\librispeech_0529_mfcc.npy,data\features\audio_npy\librispeech_0529_mel_spectrogram.npy,data\features\audio_npy\librispeech_0529_pitch.npy,data\features\audio_npy\librispeech_0529_tempo.npy,16000,7.85,"(13, 246)","(128, 246)","(237,)","(1,)",npy
librispeech_0530,data\features\audio_npy\librispeech_0530_mfcc.npy,data\features\audio_npy\librispeech_0530_mel_spectrogram.npy,data\features\audio_npy\librispeech_0530_pitch.npy,data\features\audio_npy\librispeech_0530_tempo.npy,16000,11.355,"(13, 355)","(128, 355)","(334,)","(1,)",npy
librispeech_0531,data\features\audio_npy\librispeech_0531_mfcc.npy,data\features\audio_npy\librispeech_0531_mel_spectrogram.npy,data\features\audio_npy\librispeech_0531_pitch.npy,data\features\audio_npy\librispeech_0531_tempo.npy,16000,19.915,"(13, 623)","(128, 623)","(583,)","(1,)",npy
librispeech_0532,data\features\audio_npy\librispeech_0532_mfcc.npy,data\features\audio_npy\librispeech_0532_mel_spectrogram.npy,data\features\audio_npy\librispeech_0532_pitch.npy,data\features\audio_npy\librispeech_0532_tempo.npy,16000,11.74,"(13, 367)","(128, 367)","(343,)","(1,)",npy
librispeech_0533,data\features\audio_npy\librispeech_0533_mfcc.npy,data\features\audio_npy\librispeech_0533_mel_spectrogram.npy,data\features\audio_npy\librispeech_0533_pitch.npy,data\features\audio_npy\librispeech_0533_tempo.npy,16000,15.92,"(13, 498)","(128, 498)","(468,)","(1,)",npy
librispeech_0534,data\features\audio_npy\librispeech_0534_mfcc.npy,data\features\audio_npy\librispeech_0534_mel_spectrogram.npy,data\features\audio_npy\librispeech_0534_pitch.npy,data\features\audio_npy\librispeech_0534_tempo.npy,16000,7.095,"(13, 222)","(128, 222)","(211,)","(1,)",npy
librispeech_0535,data\features\audio_npy\librispeech_0535_mfcc.npy,data\features\audio_npy\librispeech_0535_mel_spectrogram.npy,data\features\audio_npy\librispeech_0535_pitch.npy,data\features\audio_npy\librispeech_0535_tempo.npy,16000,17.65,"(13, 552)","(128, 552)","(513,)","(1,)",npy
librispeech_0536,data\features\audio_npy\librispeech_0536_mfcc.npy,data\features\audio_npy\librispeech_0536_mel_spectrogram.npy,data\features\audio_npy\librispeech_0536_pitch.npy,data\features\audio_npy\librispeech_0536_tempo.npy,16000,16.46,"(13, 515)","(128, 515)","(483,)","(1,)",npy
librispeech_0537,data\features\audio_npy\librispeech_0537_mfcc.npy,data\features\audio_npy\librispeech_0537_mel_spectrogram.npy,data\features\audio_npy\librispeech_0537_pitch.npy,data\features\audio_npy\librispeech_0537_tempo.npy,16000,11.995,"(13, 375)","(128, 375)","(359,)","(1,)",npy
librispeech_0538,data\features\audio_npy\librispeech_0538_mfcc.npy,data\features\audio_npy\librispeech_0538_mel_spectrogram.npy,data\features\audio_npy\librispeech_0538_pitch.npy,data\features\audio_npy\librispeech_0538_tempo.npy,16000,16.415,"(13, 513)","(128, 513)","(483,)","(1,)",npy
librispeech_0539,data\features\audio_npy\librispeech_0539_mfcc.npy,data\features\audio_npy\librispeech_0539_mel_spectrogram.npy,data\features\audio_npy\librispeech_0539_pitch.npy,data\features\audio_npy\librispeech_0539_tempo.npy,16000,14.47,"(13, 453)","(128, 453)","(425,)","(1,)",npy
librispeech_0540,data\features\audio_npy\librispeech_0540_mfcc.npy,data\features\audio_npy\librispeech_0540_mel_spectrogram.npy,data\features\audio_npy\librispeech_0540_pitch.npy,data\features\audio_npy\librispeech_0540_tempo.npy,16000,15.52,"(13, 486)","(128, 486)","(428,)","(1,)",npy
librispeech_0541,data\features\audio_npy\librispeech_0541_mfcc.npy,data\features\audio_npy\librispeech_0541_mel_spectrogram.npy,data\features\audio_npy\librispeech_0541_pitch.npy,data\features\audio_npy\librispeech_0541_tempo.npy,16000,13.985,"(13, 438)","(128, 438)","(418,)","(1,)",npy
librispeech_0542,data\features\audio_npy\librispeech_0542_mfcc.npy,data\features\audio_npy\librispeech_0542_mel_spectrogram.npy,data\features\audio_npy\librispeech_0542_pitch.npy,data\features\audio_npy\librispeech_0542_tempo.npy,16000,6.305,"(13, 198)","(128, 198)","(187,)","(1,)",npy
librispeech_0543,data\features\audio_npy\librispeech_0543_mfcc.npy,data\features\audio_npy\librispeech_0543_mel_spectrogram.npy,data\features\audio_npy\librispeech_0543_pitch.npy,data\features\audio_npy\librispeech_0543_tempo.npy,16000,14.455,"(13, 452)","(128, 452)","(407,)","(1,)",npy
librispeech_0544,data\features\audio_npy\librispeech_0544_mfcc.npy,data\features\audio_npy\librispeech_0544_mel_spectrogram.npy,data\features\audio_npy\librispeech_0544_pitch.npy,data\features\audio_npy\librispeech_0544_tempo.npy,16000,8.43,"(13, 264)","(128, 264)","(239,)","(1,)",npy
librispeech_0545,data\features\audio_npy\librispeech_0545_mfcc.npy,data\features\audio_npy\librispeech_0545_mel_spectrogram.npy,data\features\audio_npy\librispeech_0545_pitch.npy,data\features\audio_npy\librispeech_0545_tempo.npy,16000,12.655,"(13, 396)","(128, 396)","(375,)","(1,)",npy
librispeech_0546,data\features\audio_npy\librispeech_0546_mfcc.npy,data\features\audio_npy\librispeech_0546_mel_spectrogram.npy,data\features\audio_npy\librispeech_0546_pitch.npy,data\features\audio_npy\librispeech_0546_tempo.npy,16000,15.485,"(13, 484)","(128, 484)","(441,)","(1,)",npy
librispeech_0547,data\features\audio_npy\librispeech_0547_mfcc.npy,data\features\audio_npy\librispeech_0547_mel_spectrogram.npy,data\features\audio_npy\librispeech_0547_pitch.npy,data\features\audio_npy\librispeech_0547_tempo.npy,16000,15.02,"(13, 470)","(128, 470)","(446,)","(1,)",npy
librispeech_0548,data\features\audio_npy\librispeech_0548_mfcc.npy,data\features\audio_npy\librispeech_0548_mel_spectrogram.npy,data\features\audio_npy\librispeech_0548_pitch.npy,data\features\audio_npy\librispeech_0548_tempo.npy,16000,9.35,"(13, 293)","(128, 293)","(266,)","(1,)",npy
librispeech_0549,data\features\audio_npy\librispeech_0549_mfcc.npy,data\features\audio_npy\librispeech_0549_mel_spectrogram.npy,data\features\audio_npy\librispeech_0549_pitch.npy,data\features\audio_npy\librispeech_0549_tempo.npy,16000,8.895,"(13, 278)","(128, 278)","(244,)","(1,)",npy
librispeech_0550,data\features\audio_npy\librispeech_0550_mfcc.npy,data\features\audio_npy\librispeech_0550_mel_spectrogram.npy,data\features\audio_npy\librispeech_0550_pitch.npy,data\features\audio_npy\librispeech_0550_tempo.npy,16000,13.03,"(13, 408)","(128, 408)","(385,)","(1,)",npy
librispeech_0551,data\features\audio_npy\librispeech_0551_mfcc.npy,data\features\audio_npy\librispeech_0551_mel_spectrogram.npy,data\features\audio_npy\librispeech_0551_pitch.npy,data\features\audio_npy\librispeech_0551_tempo.npy,16000,11.18,"(13, 350)","(128, 350)","(320,)","(1,)",npy
librispeech_0552,data\features\audio_npy\librispeech_0552_mfcc.npy,data\features\audio_npy\librispeech_0552_mel_spectrogram.npy,data\features\audio_npy\librispeech_0552_pitch.npy,data\features\audio_npy\librispeech_0552_tempo.npy,16000,12.07,"(13, 378)","(128, 378)","(349,)","(1,)",npy
librispeech_0553,data\features\audio_npy\librispeech_0553_mfcc.npy,data\features\audio_npy\librispeech_0553_mel_spectrogram.npy,data\features\audio_npy\librispeech_0553_pitch.npy,data\features\audio_npy\librispeech_0553_tempo.npy,16000,9.895,"(13, 310)","(128, 310)","(286,)","(1,)",npy
librispeech_0554,data\features\audio_npy\librispeech_0554_mfcc.npy,data\features\audio_npy\librispeech_0554_mel_spectrogram.npy,data\features\audio_npy\librispeech_0554_pitch.npy,data\features\audio_npy\librispeech_0554_tempo.npy,16000,8.535,"(13, 267)","(128, 267)","(251,)","(1,)",npy
librispeech_0555,data\features\audio_npy\librispeech_0555_mfcc.npy,data\features\audio_npy\librispeech_0555_mel_spectrogram.npy,data\features\audio_npy\librispeech_0555_pitch.npy,data\features\audio_npy\librispeech_0555_tempo.npy,16000,5.16,"(13, 162)","(128, 162)","(141,)","(1,)",npy
librispeech_0556,data\features\audio_npy\librispeech_0556_mfcc.npy,data\features\audio_npy\librispeech_0556_mel_spectrogram.npy,data\features\audio_npy\librispeech_0556_pitch.npy,data\features\audio_npy\librispeech_0556_tempo.npy,16000,4.275,"(13, 134)","(128, 134)","(129,)","(1,)",npy
librispeech_0557,data\features\audio_npy\librispeech_0557_mfcc.npy,data\features\audio_npy\librispeech_0557_mel_spectrogram.npy,data\features\audio_npy\librispeech_0557_pitch.npy,data\features\audio_npy\librispeech_0557_tempo.npy,16000,3.6,"(13, 113)","(128, 113)","(106,)","(1,)",npy
librispeech_0558,data\features\audio_npy\librispeech_0558_mfcc.npy,data\features\audio_npy\librispeech_0558_mel_spectrogram.npy,data\features\audio_npy\librispeech_0558_pitch.npy,data\features\audio_npy\librispeech_0558_tempo.npy,16000,12.0,"(13, 376)","(128, 376)","(341,)","(1,)",npy
librispeech_0559,data\features\audio_npy\librispeech_0559_mfcc.npy,data\features\audio_npy\librispeech_0559_mel_spectrogram.npy,data\features\audio_npy\librispeech_0559_pitch.npy,data\features\audio_npy\librispeech_0559_tempo.npy,16000,14.195,"(13, 444)","(128, 444)","(409,)","(1,)",npy
librispeech_0560,data\features\audio_npy\librispeech_0560_mfcc.npy,data\features\audio_npy\librispeech_0560_mel_spectrogram.npy,data\features\audio_npy\librispeech_0560_pitch.npy,data\features\audio_npy\librispeech_0560_tempo.npy,16000,9.33,"(13, 292)","(128, 292)","(268,)","(1,)",npy
librispeech_0561,data\features\audio_npy\librispeech_0561_mfcc.npy,data\features\audio_npy\librispeech_0561_mel_spectrogram.npy,data\features\audio_npy\librispeech_0561_pitch.npy,data\features\audio_npy\librispeech_0561_tempo.npy,16000,6.675,"(13, 209)","(128, 209)","(195,)","(1,)",npy
librispeech_0562,data\features\audio_npy\librispeech_0562_mfcc.npy,data\features\audio_npy\librispeech_0562_mel_spectrogram.npy,data\features\audio_npy\librispeech_0562_pitch.npy,data\features\audio_npy\librispeech_0562_tempo.npy,16000,9.395,"(13, 294)","(128, 294)","(273,)","(1,)",npy
librispeech_0563,data\features\audio_npy\librispeech_0563_mfcc.npy,data\features\audio_npy\librispeech_0563_mel_spectrogram.npy,data\features\audio_npy\librispeech_0563_pitch.npy,data\features\audio_npy\librispeech_0563_tempo.npy,16000,6.345,"(13, 199)","(128, 199)","(183,)","(1,)",npy
librispeech_0564,data\features\audio_npy\librispeech_0564_mfcc.npy,data\features\audio_npy\librispeech_0564_mel_spectrogram.npy,data\features\audio_npy\librispeech_0564_pitch.npy,data\features\audio_npy\librispeech_0564_tempo.npy,16000,15.285,"(13, 478)","(128, 478)","(433,)","(1,)",npy
librispeech_0565,data\features\audio_npy\librispeech_0565_mfcc.npy,data\features\audio_npy\librispeech_0565_mel_spectrogram.npy,data\features\audio_npy\librispeech_0565_pitch.npy,data\features\audio_npy\librispeech_0565_tempo.npy,16000,7.055,"(13, 221)","(128, 221)","(209,)","(1,)",npy
librispeech_0566,data\features\audio_npy\librispeech_0566_mfcc.npy,data\features\audio_npy\librispeech_0566_mel_spectrogram.npy,data\features\audio_npy\librispeech_0566_pitch.npy,data\features\audio_npy\librispeech_0566_tempo.npy,16000,4.265,"(13, 134)","(128, 134)","(129,)","(1,)",npy
librispeech_0567,data\features\audio_npy\librispeech_0567_mfcc.npy,data\features\audio_npy\librispeech_0567_mel_spectrogram.npy,data\features\audio_npy\librispeech_0567_pitch.npy,data\features\audio_npy\librispeech_0567_tempo.npy,16000,15.695,"(13, 491)","(128, 491)","(444,)","(1,)",npy
librispeech_0568,data\features\audio_npy\librispeech_0568_mfcc.npy,data\features\audio_npy\librispeech_0568_mel_spectrogram.npy,data\features\audio_npy\librispeech_0568_pitch.npy,data\features\audio_npy\librispeech_0568_tempo.npy,16000,16.32,"(13, 511)","(128, 511)","(461,)","(1,)",npy
librispeech_0569,data\features\audio_npy\librispeech_0569_mfcc.npy,data\features\audio_npy\librispeech_0569_mel_spectrogram.npy,data\features\audio_npy\librispeech_0569_pitch.npy,data\features\audio_npy\librispeech_0569_tempo.npy,16000,3.58,"(13, 112)","(128, 112)","(83,)","(1,)",npy
librispeech_0570,data\features\audio_npy\librispeech_0570_mfcc.npy,data\features\audio_npy\librispeech_0570_mel_spectrogram.npy,data\features\audio_npy\librispeech_0570_pitch.npy,data\features\audio_npy\librispeech_0570_tempo.npy,16000,4.64,"(13, 146)","(128, 146)","(117,)","(1,)",npy
librispeech_0571,data\features\audio_npy\librispeech_0571_mfcc.npy,data\features\audio_npy\librispeech_0571_mel_spectrogram.npy,data\features\audio_npy\librispeech_0571_pitch.npy,data\features\audio_npy\librispeech_0571_tempo.npy,16000,7.94,"(13, 249)","(128, 249)","(215,)","(1,)",npy
librispeech_0572,data\features\audio_npy\librispeech_0572_mfcc.npy,data\features\audio_npy\librispeech_0572_mel_spectrogram.npy,data\features\audio_npy\librispeech_0572_pitch.npy,data\features\audio_npy\librispeech_0572_tempo.npy,16000,11.245,"(13, 352)","(128, 352)","(321,)","(1,)",npy
librispeech_0573,data\features\audio_npy\librispeech_0573_mfcc.npy,data\features\audio_npy\librispeech_0573_mel_spectrogram.npy,data\features\audio_npy\librispeech_0573_pitch.npy,data\features\audio_npy\librispeech_0573_tempo.npy,16000,3.28,"(13, 103)","(128, 103)","(91,)","(1,)",npy
librispeech_0574,data\features\audio_npy\librispeech_0574_mfcc.npy,data\features\audio_npy\librispeech_0574_mel_spectrogram.npy,data\features\audio_npy\librispeech_0574_pitch.npy,data\features\audio_npy\librispeech_0574_tempo.npy,16000,15.18,"(13, 475)","(128, 475)","(416,)","(1,)",npy
librispeech_0575,data\features\audio_npy\librispeech_0575_mfcc.npy,data\features\audio_npy\librispeech_0575_mel_spectrogram.npy,data\features\audio_npy\librispeech_0575_pitch.npy,data\features\audio_npy\librispeech_0575_tempo.npy,16000,6.68,"(13, 209)","(128, 209)","(188,)","(1,)",npy
librispeech_0576,data\features\audio_npy\librispeech_0576_mfcc.npy,data\features\audio_npy\librispeech_0576_mel_spectrogram.npy,data\features\audio_npy\librispeech_0576_pitch.npy,data\features\audio_npy\librispeech_0576_tempo.npy,16000,9.82,"(13, 307)","(128, 307)","(269,)","(1,)",npy
librispeech_0577,data\features\audio_npy\librispeech_0577_mfcc.npy,data\features\audio_npy\librispeech_0577_mel_spectrogram.npy,data\features\audio_npy\librispeech_0577_pitch.npy,data\features\audio_npy\librispeech_0577_tempo.npy,16000,7.84,"(13, 246)","(128, 246)","(200,)","(1,)",npy
librispeech_0578,data\features\audio_npy\librispeech_0578_mfcc.npy,data\features\audio_npy\librispeech_0578_mel_spectrogram.npy,data\features\audio_npy\librispeech_0578_pitch.npy,data\features\audio_npy\librispeech_0578_tempo.npy,16000,8.25,"(13, 258)","(128, 258)","(225,)","(1,)",npy
librispeech_0579,data\features\audio_npy\librispeech_0579_mfcc.npy,data\features\audio_npy\librispeech_0579_mel_spectrogram.npy,data\features\audio_npy\librispeech_0579_pitch.npy,data\features\audio_npy\librispeech_0579_tempo.npy,16000,13.68,"(13, 428)","(128, 428)","(345,)","(1,)",npy
librispeech_0580,data\features\audio_npy\librispeech_0580_mfcc.npy,data\features\audio_npy\librispeech_0580_mel_spectrogram.npy,data\features\audio_npy\librispeech_0580_pitch.npy,data\features\audio_npy\librispeech_0580_tempo.npy,16000,5.17,"(13, 162)","(128, 162)","(136,)","(1,)",npy
librispeech_0581,data\features\audio_npy\librispeech_0581_mfcc.npy,data\features\audio_npy\librispeech_0581_mel_spectrogram.npy,data\features\audio_npy\librispeech_0581_pitch.npy,data\features\audio_npy\librispeech_0581_tempo.npy,16000,5.7,"(13, 179)","(128, 179)","(166,)","(1,)",npy
librispeech_0582,data\features\audio_npy\librispeech_0582_mfcc.npy,data\features\audio_npy\librispeech_0582_mel_spectrogram.npy,data\features\audio_npy\librispeech_0582_pitch.npy,data\features\audio_npy\librispeech_0582_tempo.npy,16000,12.19,"(13, 381)","(128, 381)","(354,)","(1,)",npy
librispeech_0583,data\features\audio_npy\librispeech_0583_mfcc.npy,data\features\audio_npy\librispeech_0583_mel_spectrogram.npy,data\features\audio_npy\librispeech_0583_pitch.npy,data\features\audio_npy\librispeech_0583_tempo.npy,16000,10.22,"(13, 320)","(128, 320)","(294,)","(1,)",npy
librispeech_0584,data\features\audio_npy\librispeech_0584_mfcc.npy,data\features\audio_npy\librispeech_0584_mel_spectrogram.npy,data\features\audio_npy\librispeech_0584_pitch.npy,data\features\audio_npy\librispeech_0584_tempo.npy,16000,10.34,"(13, 324)","(128, 324)","(285,)","(1,)",npy
librispeech_0585,data\features\audio_npy\librispeech_0585_mfcc.npy,data\features\audio_npy\librispeech_0585_mel_spectrogram.npy,data\features\audio_npy\librispeech_0585_pitch.npy,data\features\audio_npy\librispeech_0585_tempo.npy,16000,9.76,"(13, 306)","(128, 306)","(263,)","(1,)",npy
librispeech_0586,data\features\audio_npy\librispeech_0586_mfcc.npy,data\features\audio_npy\librispeech_0586_mel_spectrogram.npy,data\features\audio_npy\librispeech_0586_pitch.npy,data\features\audio_npy\librispeech_0586_tempo.npy,16000,5.24,"(13, 164)","(128, 164)","(138,)","(1,)",npy
librispeech_0587,data\features\audio_npy\librispeech_0587_mfcc.npy,data\features\audio_npy\librispeech_0587_mel_spectrogram.npy,data\features\audio_npy\librispeech_0587_pitch.npy,data\features\audio_npy\librispeech_0587_tempo.npy,16000,6.655,"(13, 208)","(128, 208)","(168,)","(1,)",npy
librispeech_0588,data\features\audio_npy\librispeech_0588_mfcc.npy,data\features\audio_npy\librispeech_0588_mel_spectrogram.npy,data\features\audio_npy\librispeech_0588_pitch.npy,data\features\audio_npy\librispeech_0588_tempo.npy,16000,2.78,"(13, 87)","(128, 87)","(60,)","(1,)",npy
librispeech_0589,data\features\audio_npy\librispeech_0589_mfcc.npy,data\features\audio_npy\librispeech_0589_mel_spectrogram.npy,data\features\audio_npy\librispeech_0589_pitch.npy,data\features\audio_npy\librispeech_0589_tempo.npy,16000,14.0,"(13, 438)","(128, 438)","(383,)","(1,)",npy
librispeech_0590,data\features\audio_npy\librispeech_0590_mfcc.npy,data\features\audio_npy\librispeech_0590_mel_spectrogram.npy,data\features\audio_npy\librispeech_0590_pitch.npy,data\features\audio_npy\librispeech_0590_tempo.npy,16000,4.49,"(13, 141)","(128, 141)","(130,)","(1,)",npy
librispeech_0591,data\features\audio_npy\librispeech_0591_mfcc.npy,data\features\audio_npy\librispeech_0591_mel_spectrogram.npy,data\features\audio_npy\librispeech_0591_pitch.npy,data\features\audio_npy\librispeech_0591_tempo.npy,16000,4.04,"(13, 127)","(128, 127)","(102,)","(1,)",npy
librispeech_0592,data\features\audio_npy\librispeech_0592_mfcc.npy,data\features\audio_npy\librispeech_0592_mel_spectrogram.npy,data\features\audio_npy\librispeech_0592_pitch.npy,data\features\audio_npy\librispeech_0592_tempo.npy,16000,2.48,"(13, 78)","(128, 78)","(58,)","(1,)",npy
librispeech_0593,data\features\audio_npy\librispeech_0593_mfcc.npy,data\features\audio_npy\librispeech_0593_mel_spectrogram.npy,data\features\audio_npy\librispeech_0593_pitch.npy,data\features\audio_npy\librispeech_0593_tempo.npy,16000,7.61,"(13, 238)","(128, 238)","(210,)","(1,)",npy
librispeech_0594,data\features\audio_npy\librispeech_0594_mfcc.npy,data\features\audio_npy\librispeech_0594_mel_spectrogram.npy,data\features\audio_npy\librispeech_0594_pitch.npy,data\features\audio_npy\librispeech_0594_tempo.npy,16000,4.76,"(13, 149)","(128, 149)","(119,)","(1,)",npy
librispeech_0595,data\features\audio_npy\librispeech_0595_mfcc.npy,data\features\audio_npy\librispeech_0595_mel_spectrogram.npy,data\features\audio_npy\librispeech_0595_pitch.npy,data\features\audio_npy\librispeech_0595_tempo.npy,16000,4.97,"(13, 156)","(128, 156)","(109,)","(1,)",npy
librispeech_0596,data\features\audio_npy\librispeech_0596_mfcc.npy,data\features\audio_npy\librispeech_0596_mel_spectrogram.npy,data\features\audio_npy\librispeech_0596_pitch.npy,data\features\audio_npy\librispeech_0596_tempo.npy,16000,3.135,"(13, 98)","(128, 98)","(85,)","(1,)",npy
librispeech_0597,data\features\audio_npy\librispeech_0597_mfcc.npy,data\features\audio_npy\librispeech_0597_mel_spectrogram.npy,data\features\audio_npy\librispeech_0597_pitch.npy,data\features\audio_npy\librispeech_0597_tempo.npy,16000,18.085,"(13, 566)","(128, 566)","(466,)","(1,)",npy
librispeech_0598,data\features\audio_npy\librispeech_0598_mfcc.npy,data\features\audio_npy\librispeech_0598_mel_spectrogram.npy,data\features\audio_npy\librispeech_0598_pitch.npy,data\features\audio_npy\librispeech_0598_tempo.npy,16000,3.22,"(13, 101)","(128, 101)","(86,)","(1,)",npy
librispeech_0599,data\features\audio_npy\librispeech_0599_mfcc.npy,data\features\audio_npy\librispeech_0599_mel_spectrogram.npy,data\features\audio_npy\librispeech_0599_pitch.npy,data\features\audio_npy\librispeech_0599_tempo.npy,16000,2.87,"(13, 90)","(128, 90)","(75,)","(1,)",npy
