audio_id,audio_path,transcript,sample_rate,source,split
librispeech_0500,data\raw\librispeech_sample\librispeech_0500.wav,BETWEEN HER STEPS AND MINE WERE NOT A HUNDRED WHEN EQUALLY THE MARGINS GAVE A TURN IN SUCH A WAY THAT TO THE EAST I FACED,16000,LibriSpeech dev-clean,validation
librispeech_0501,data\raw\librispeech_sample\librispeech_0501.wav,NOR EVEN THUS OUR WAY CONTINUED FAR BEFORE THE LADY WHOLLY TURNED HERSELF UNTO ME SAYING BROTHER LOOK AND LISTEN,16000,LibriSpeech dev-clean,validation
librispeech_0502,data\raw\librispeech_sample\librispeech_0502.wav,NOW HELICON MUST NEEDS POUR FORTH FOR ME AND WITH HER CHOIR URANIA MUST ASSIST ME TO PUT IN VERSE THINGS DIFFICULT TO THINK,16000,LibriSpeech dev-clean,validation
librispeech_0503,data\raw\librispeech_sample\librispeech_0503.wav,THEN BACK I TURNED MY FACE TO THOSE HIGH THINGS WHICH MOVED THEMSELVES TOWARDS US SO SEDATELY THEY HAD BEEN DISTANCED BY NEW WEDDED BRIDES,16000,LibriSpeech dev-clean,validation
librispeech_0504,data\raw\librispeech_sample\librispeech_0504.wav,AND I BEHELD THE FLAMELETS ONWARD GO LEAVING BEHIND THEMSELVES THE AIR DEPICTED AND THEY OF TRAILING PENNONS HAD THE SEMBLANCE SO THAT IT OVERHEAD REMAINED DISTINCT WITH SEVENFOLD LISTS ALL OF THEM OF THE COLOURS WHENCE THE SUN'S BOW IS MADE AND DELIA'S GIRDLE,16000,LibriSpeech dev-clean,validation
librispeech_0505,data\raw\librispeech_sample\librispeech_0505.wav,THESE STANDARDS TO THE REARWARD LONGER WERE THAN WAS MY SIGHT AND AS IT SEEMED TO ME TEN PACES WERE THE OUTERMOST APART,16000,LibriSpeech dev-clean,validation
librispeech_0506,data\raw\librispeech_sample\librispeech_0506.wav,THE INTERVAL BETWEEN THESE FOUR CONTAINED A CHARIOT TRIUMPHAL ON TWO WHEELS WHICH BY A GRIFFIN'S NECK CAME DRAWN ALONG,16000,LibriSpeech dev-clean,validation
librispeech_0507,data\raw\librispeech_sample\librispeech_0507.wav,NOT ONLY ROME WITH NO SUCH SPLENDID CAR E'ER GLADDENED AFRICANUS OR AUGUSTUS BUT POOR TO IT THAT OF THE SUN WOULD BE,16000,LibriSpeech dev-clean,validation
librispeech_0508,data\raw\librispeech_sample\librispeech_0508.wav,THREE MAIDENS AT THE RIGHT WHEEL IN A CIRCLE CAME ONWARD DANCING ONE SO VERY RED THAT IN THE FIRE SHE HARDLY HAD BEEN NOTED,16000,LibriSpeech dev-clean,validation
librispeech_0509,data\raw\librispeech_sample\librispeech_0509.wav,THE SECOND WAS AS IF HER FLESH AND BONES HAD ALL BEEN FASHIONED OUT OF EMERALD THE THIRD APPEARED AS SNOW BUT NEWLY FALLEN,16000,LibriSpeech dev-clean,validation
librispeech_0510,data\raw\librispeech_sample\librispeech_0510.wav,IN REAR OF ALL THE GROUP HERE TREATED OF TWO OLD MEN I BEHELD UNLIKE IN HABIT BUT LIKE IN GAIT EACH DIGNIFIED AND GRAVE,16000,LibriSpeech dev-clean,validation
librispeech_0511,data\raw\librispeech_sample\librispeech_0511.wav,AND WHEN THE CAR WAS OPPOSITE TO ME THUNDER WAS HEARD AND ALL THAT FOLK AUGUST SEEMED TO HAVE FURTHER PROGRESS INTERDICTED,16000,LibriSpeech dev-clean,validation
librispeech_0512,data\raw\librispeech_sample\librispeech_0512.wav,AND ONE OF THEM AS IF BY HEAVEN COMMISSIONED SINGING VENI SPONSA DE LIBANO SHOUTED THREE TIMES AND ALL THE OTHERS AFTER,16000,LibriSpeech dev-clean,validation
librispeech_0513,data\raw\librispeech_sample\librispeech_0513.wav,AS SOON AS ON MY VISION SMOTE THE POWER SUBLIME THAT HAD ALREADY PIERCED ME THROUGH ERE FROM MY BOYHOOD I HAD YET COME FORTH,16000,LibriSpeech dev-clean,validation
librispeech_0514,data\raw\librispeech_sample\librispeech_0514.wav,TO THE LEFT HAND I TURNED WITH THAT RELIANCE WITH WHICH THE LITTLE CHILD RUNS TO HIS MOTHER WHEN HE HAS FEAR OR WHEN HE IS AFFLICTED,16000,LibriSpeech dev-clean,validation
librispeech_0515,data\raw\librispeech_sample\librispeech_0515.wav,TO SAY UNTO VIRGILIUS NOT A DRACHM OF BLOOD REMAINS IN ME THAT DOES NOT TREMBLE I KNOW THE TRACES OF THE ANCIENT FLAME,16000,LibriSpeech dev-clean,validation
librispeech_0516,data\raw\librispeech_sample\librispeech_0516.wav,DANTE BECAUSE VIRGILIUS HAS DEPARTED DO NOT WEEP YET DO NOT WEEP YET AWHILE FOR BY ANOTHER SWORD THOU NEED'ST MUST WEEP,16000,LibriSpeech dev-clean,validation
librispeech_0517,data\raw\librispeech_sample\librispeech_0517.wav,I SAW THE LADY WHO EREWHILE APPEARED VEILED UNDERNEATH THE ANGELIC FESTIVAL DIRECT HER EYES TO ME ACROSS THE RIVER,16000,LibriSpeech dev-clean,validation
librispeech_0518,data\raw\librispeech_sample\librispeech_0518.wav,LOOK AT ME WELL IN SOOTH I'M BEATRICE,16000,LibriSpeech dev-clean,validation
librispeech_0519,data\raw\librispeech_sample\librispeech_0519.wav,YE KEEP YOUR WATCH IN THE ETERNAL DAY SO THAT NOR NIGHT NOR SLEEP CAN STEAL FROM YOU ONE STEP THE AGES MAKE UPON THEIR PATH,16000,LibriSpeech dev-clean,validation
librispeech_0520,data\raw\librispeech_sample\librispeech_0520.wav,THEREFORE MY ANSWER IS WITH GREATER CARE THAT HE MAY HEAR ME WHO IS WEEPING YONDER SO THAT THE SIN AND DOLE BE OF ONE MEASURE,16000,LibriSpeech dev-clean,validation
librispeech_0521,data\raw\librispeech_sample\librispeech_0521.wav,BUT BY THE LARGESS OF CELESTIAL GRACES WHICH HAVE SUCH LOFTY VAPOURS FOR THEIR RAIN THAT NEAR TO THEM OUR SIGHT APPROACHES NOT,16000,LibriSpeech dev-clean,validation
librispeech_0522,data\raw\librispeech_sample\librispeech_0522.wav,AS SOON AS EVER OF MY SECOND AGE I WAS UPON THE THRESHOLD AND CHANGED LIFE HIMSELF FROM ME HE TOOK AND GAVE TO OTHERS,16000,LibriSpeech dev-clean,validation
librispeech_0523,data\raw\librispeech_sample\librispeech_0523.wav,SO LOW HE FELL THAT ALL APPLIANCES FOR HIS SALVATION WERE ALREADY SHORT SAVE SHOWING HIM THE PEOPLE OF PERDITION,16000,LibriSpeech dev-clean,validation
librispeech_0524,data\raw\librispeech_sample\librispeech_0524.wav,CONFUSION AND DISMAY TOGETHER MINGLED FORCED SUCH A YES FROM OUT MY MOUTH THAT SIGHT WAS NEEDFUL TO THE UNDERSTANDING OF IT,16000,LibriSpeech dev-clean,validation
librispeech_0525,data\raw\librispeech_sample\librispeech_0525.wav,WHENCE SHE TO ME IN THOSE DESIRES OF MINE WHICH LED THEE TO THE LOVING OF THAT GOOD BEYOND WHICH THERE IS NOTHING TO ASPIRE TO,16000,LibriSpeech dev-clean,validation
librispeech_0526,data\raw\librispeech_sample\librispeech_0526.wav,AND WHAT ALLUREMENTS OR WHAT VANTAGES UPON THE FOREHEAD OF THE OTHERS SHOWED THAT THOU SHOULDST TURN THY FOOTSTEPS UNTO THEM,16000,LibriSpeech dev-clean,validation
librispeech_0527,data\raw\librispeech_sample\librispeech_0527.wav,A LAUDABLE REGARD FOR THE HONOR OF THE FIRST PROSELYTE HAS COUNTENANCED THE BELIEF THE HOPE THE WISH THAT THE EBIONITES OR AT LEAST THE NAZARENES WERE DISTINGUISHED ONLY BY THEIR OBSTINATE PERSEVERANCE IN THE PRACTICE OF THE MOSAIC RITES,16000,LibriSpeech dev-clean,validation
librispeech_0528,data\raw\librispeech_sample\librispeech_0528.wav,THEIR CHURCHES HAVE DISAPPEARED THEIR BOOKS ARE OBLITERATED THEIR OBSCURE FREEDOM MIGHT ALLOW A LATITUDE OF FAITH AND THE SOFTNESS OF THEIR INFANT CREED WOULD BE VARIOUSLY MOULDED BY THE ZEAL OR PRUDENCE OF THREE HUNDRED YEARS,16000,LibriSpeech dev-clean,validation
librispeech_0529,data\raw\librispeech_sample\librispeech_0529.wav,YET THE MOST CHARITABLE CRITICISM MUST REFUSE THESE SECTARIES ANY KNOWLEDGE OF THE PURE AND PROPER DIVINITY OF CHRIST,16000,LibriSpeech dev-clean,validation
librispeech_0530,data\raw\librispeech_sample\librispeech_0530.wav,HIS PROGRESS FROM INFANCY TO YOUTH AND MANHOOD WAS MARKED BY A REGULAR INCREASE IN STATURE AND WISDOM AND AFTER A PAINFUL AGONY OF MIND AND BODY HE EXPIRED ON THE CROSS,16000,LibriSpeech dev-clean,validation
librispeech_0531,data\raw\librispeech_sample\librispeech_0531.wav,HE LIVED AND DIED FOR THE SERVICE OF MANKIND BUT THE LIFE AND DEATH OF SOCRATES HAD LIKEWISE BEEN DEVOTED TO THE CAUSE OF RELIGION AND JUSTICE AND ALTHOUGH THE STOIC OR THE HERO MAY DISDAIN THE HUMBLE VIRTUES OF JESUS THE TEARS WHICH HE SHED OVER HIS FRIEND AND COUNTRY MAY BE ESTEEMED THE PUREST EVIDENCE OF HIS HUMANITY,16000,LibriSpeech dev-clean,validation
librispeech_0532,data\raw\librispeech_sample\librispeech_0532.wav,THE SON OF A VIRGIN GENERATED BY THE INEFFABLE OPERATION OF THE HOLY SPIRIT WAS A CREATURE WITHOUT EXAMPLE OR RESEMBLANCE SUPERIOR IN EVERY ATTRIBUTE OF MIND AND BODY TO THE CHILDREN OF ADAM,16000,LibriSpeech dev-clean,validation
librispeech_0533,data\raw\librispeech_sample\librispeech_0533.wav,NOR COULD IT SEEM STRANGE OR INCREDIBLE THAT THE FIRST OF THESE AEONS THE LOGOS OR WORD OF GOD OF THE SAME SUBSTANCE WITH THE FATHER SHOULD DESCEND UPON EARTH TO DELIVER THE HUMAN RACE FROM VICE AND ERROR AND TO CONDUCT THEM IN THE PATHS OF LIFE AND IMMORTALITY,16000,LibriSpeech dev-clean,validation
librispeech_0534,data\raw\librispeech_sample\librispeech_0534.wav,BUT THE PREVAILING DOCTRINE OF THE ETERNITY AND INHERENT PRAVITY OF MATTER INFECTED THE PRIMITIVE CHURCHES OF THE EAST,16000,LibriSpeech dev-clean,validation
librispeech_0535,data\raw\librispeech_sample\librispeech_0535.wav,MANY AMONG THE GENTILE PROSELYTES REFUSED TO BELIEVE THAT A CELESTIAL SPIRIT AN UNDIVIDED PORTION OF THE FIRST ESSENCE HAD BEEN PERSONALLY UNITED WITH A MASS OF IMPURE AND CONTAMINATED FLESH AND IN THEIR ZEAL FOR THE DIVINITY THEY PIOUSLY ABJURED THE HUMANITY OF CHRIST,16000,LibriSpeech dev-clean,validation
librispeech_0536,data\raw\librispeech_sample\librispeech_0536.wav,HE FIRST APPEARED ON THE BANKS OF THE JORDAN IN THE FORM OF PERFECT MANHOOD BUT IT WAS A FORM ONLY AND NOT A SUBSTANCE A HUMAN FIGURE CREATED BY THE HAND OF OMNIPOTENCE TO IMITATE THE FACULTIES AND ACTIONS OF A MAN AND TO IMPOSE A PERPETUAL ILLUSION ON THE SENSES OF HIS FRIENDS AND ENEMIES,16000,LibriSpeech dev-clean,validation
librispeech_0537,data\raw\librispeech_sample\librispeech_0537.wav,BUT THE RASHNESS OF THESE CONCESSIONS HAS ENCOURAGED A MILDER SENTIMENT OF THOSE OF THE DOCETES WHO TAUGHT NOT THAT CHRIST WAS A PHANTOM BUT THAT HE WAS CLOTHED WITH AN IMPASSIBLE AND INCORRUPTIBLE BODY,16000,LibriSpeech dev-clean,validation
librispeech_0538,data\raw\librispeech_sample\librispeech_0538.wav,A FOETUS THAT COULD INCREASE FROM AN INVISIBLE POINT TO ITS FULL MATURITY A CHILD THAT COULD ATTAIN THE STATURE OF PERFECT MANHOOD WITHOUT DERIVING ANY NOURISHMENT FROM THE ORDINARY SOURCES MIGHT CONTINUE TO EXIST WITHOUT REPAIRING A DAILY WASTE BY A DAILY SUPPLY OF EXTERNAL MATTER,16000,LibriSpeech dev-clean,validation
librispeech_0539,data\raw\librispeech_sample\librispeech_0539.wav,IN THEIR EYES JESUS OF NAZARETH WAS A MERE MORTAL THE LEGITIMATE SON OF JOSEPH AND MARY BUT HE WAS THE BEST AND WISEST OF THE HUMAN RACE SELECTED AS THE WORTHY INSTRUMENT TO RESTORE UPON EARTH THE WORSHIP OF THE TRUE AND SUPREME DEITY,16000,LibriSpeech dev-clean,validation
librispeech_0540,data\raw\librispeech_sample\librispeech_0540.wav,WHEN THE MESSIAH WAS DELIVERED INTO THE HANDS OF THE JEWS THE CHRIST AN IMMORTAL AND IMPASSIBLE BEING FORSOOK HIS EARTHLY TABERNACLE FLEW BACK TO THE PLEROMA OR WORLD OF SPIRITS AND LEFT THE SOLITARY JESUS TO SUFFER TO COMPLAIN AND TO EXPIRE,16000,LibriSpeech dev-clean,validation
librispeech_0541,data\raw\librispeech_sample\librispeech_0541.wav,BUT THE JUSTICE AND GENEROSITY OF SUCH A DESERTION ARE STRONGLY QUESTIONABLE AND THE FATE OF AN INNOCENT MARTYR AT FIRST IMPELLED AND AT LENGTH ABANDONED BY HIS DIVINE COMPANION MIGHT PROVOKE THE PITY AND INDIGNATION OF THE PROFANE,16000,LibriSpeech dev-clean,validation
librispeech_0542,data\raw\librispeech_sample\librispeech_0542.wav,THEIR MURMURS WERE VARIOUSLY SILENCED BY THE SECTARIES WHO ESPOUSED AND MODIFIED THE DOUBLE SYSTEM OF CERINTHUS,16000,LibriSpeech dev-clean,validation
librispeech_0543,data\raw\librispeech_sample\librispeech_0543.wav,THE WORTHY FRIEND OF ATHANASIUS THE WORTHY ANTAGONIST OF JULIAN HE BRAVELY WRESTLED WITH THE ARIANS AND POLYTHEISTS AND THOUGH HE AFFECTED THE RIGOR OF GEOMETRICAL DEMONSTRATION HIS COMMENTARIES REVEALED THE LITERAL AND ALLEGORICAL SENSE OF THE SCRIPTURES,16000,LibriSpeech dev-clean,validation
librispeech_0544,data\raw\librispeech_sample\librispeech_0544.wav,YET AS THE PROFOUND DOCTOR HAD BEEN TERRIFIED AT HIS OWN RASHNESS APOLLINARIS WAS HEARD TO MUTTER SOME FAINT ACCENTS OF EXCUSE AND EXPLANATION,16000,LibriSpeech dev-clean,validation
librispeech_0545,data\raw\librispeech_sample\librispeech_0545.wav,HE ACQUIESCED IN THE OLD DISTINCTION OF THE GREEK PHILOSOPHERS BETWEEN THE RATIONAL AND SENSITIVE SOUL OF MAN THAT HE MIGHT RESERVE THE LOGOS FOR INTELLECTUAL FUNCTIONS AND EMPLOY THE SUBORDINATE HUMAN PRINCIPLE IN THE MEANER ACTIONS OF ANIMAL LIFE,16000,LibriSpeech dev-clean,validation
librispeech_0546,data\raw\librispeech_sample\librispeech_0546.wav,BUT INSTEAD OF A TEMPORARY AND OCCASIONAL ALLIANCE THEY ESTABLISHED AND WE STILL EMBRACE THE SUBSTANTIAL INDISSOLUBLE AND EVERLASTING UNION OF A PERFECT GOD WITH A PERFECT MAN OF THE SECOND PERSON OF THE TRINITY WITH A REASONABLE SOUL AND HUMAN FLESH,16000,LibriSpeech dev-clean,validation
librispeech_0547,data\raw\librispeech_sample\librispeech_0547.wav,UNDER THE TUITION OF THE ABBOT SERAPION HE APPLIED HIMSELF TO ECCLESIASTICAL STUDIES WITH SUCH INDEFATIGABLE ARDOR THAT IN THE COURSE OF ONE SLEEPLESS NIGHT HE HAS PERUSED THE FOUR GOSPELS THE CATHOLIC EPISTLES AND THE EPISTLE TO THE ROMANS,16000,LibriSpeech dev-clean,validation
librispeech_0548,data\raw\librispeech_sample\librispeech_0548.wav,ARDENT IN THE PROSECUTION OF HERESY CYRIL AUSPICIOUSLY OPENED HIS REIGN BY OPPRESSING THE NOVATIANS THE MOST INNOCENT AND HARMLESS OF THE SECTARIES,16000,LibriSpeech dev-clean,validation
librispeech_0549,data\raw\librispeech_sample\librispeech_0549.wav,WITHOUT ANY LEGAL SENTENCE WITHOUT ANY ROYAL MANDATE THE PATRIARCH AT THE DAWN OF DAY LED A SEDITIOUS MULTITUDE TO THE ATTACK OF THE SYNAGOGUES,16000,LibriSpeech dev-clean,validation
librispeech_0550,data\raw\librispeech_sample\librispeech_0550.wav,SUCH CRIMES WOULD HAVE DESERVED THE ANIMADVERSION OF THE MAGISTRATE BUT IN THIS PROMISCUOUS OUTRAGE THE INNOCENT WERE CONFOUNDED WITH THE GUILTY AND ALEXANDRIA WAS IMPOVERISHED BY THE LOSS OF A WEALTHY AND INDUSTRIOUS COLONY,16000,LibriSpeech dev-clean,validation
librispeech_0551,data\raw\librispeech_sample\librispeech_0551.wav,THE ZEAL OF CYRIL EXPOSED HIM TO THE PENALTIES OF THE JULIAN LAW BUT IN A FEEBLE GOVERNMENT AND A SUPERSTITIOUS AGE HE WAS SECURE OF IMPUNITY AND EVEN OF PRAISE,16000,LibriSpeech dev-clean,validation
librispeech_0552,data\raw\librispeech_sample\librispeech_0552.wav,ORESTES COMPLAINED BUT HIS JUST COMPLAINTS WERE TOO QUICKLY FORGOTTEN BY THE MINISTERS OF THEODOSIUS AND TOO DEEPLY REMEMBERED BY A PRIEST WHO AFFECTED TO PARDON AND CONTINUED TO HATE THE PRAEFECT OF EGYPT,16000,LibriSpeech dev-clean,validation
librispeech_0553,data\raw\librispeech_sample\librispeech_0553.wav,A RUMOR WAS SPREAD AMONG THE CHRISTIANS THAT THE DAUGHTER OF THEON WAS THE ONLY OBSTACLE TO THE RECONCILIATION OF THE PRAEFECT AND THE ARCHBISHOP AND THAT OBSTACLE WAS SPEEDILY REMOVED,16000,LibriSpeech dev-clean,validation
librispeech_0554,data\raw\librispeech_sample\librispeech_0554.wav,WHICH OPPRESSED THE METROPOLITANS OF EUROPE AND ASIA INVADED THE PROVINCES OF ANTIOCH AND ALEXANDRIA AND MEASURED THEIR DIOCESE BY THE LIMITS OF THE EMPIRE,16000,LibriSpeech dev-clean,validation
librispeech_0555,data\raw\librispeech_sample\librispeech_0555.wav,EXTERMINATE WITH ME THE HERETICS AND WITH YOU I WILL EXTERMINATE THE PERSIANS,16000,LibriSpeech dev-clean,validation
librispeech_0556,data\raw\librispeech_sample\librispeech_0556.wav,AT THESE BLASPHEMOUS SOUNDS THE PILLARS OF THE SANCTUARY WERE SHAKEN,16000,LibriSpeech dev-clean,validation
librispeech_0557,data\raw\librispeech_sample\librispeech_0557.wav,BUT THE VATICAN RECEIVED WITH OPEN ARMS THE MESSENGERS OF EGYPT,16000,LibriSpeech dev-clean,validation
librispeech_0558,data\raw\librispeech_sample\librispeech_0558.wav,THE VANITY OF CELESTINE WAS FLATTERED BY THE APPEAL AND THE PARTIAL VERSION OF A MONK DECIDED THE FAITH OF THE POPE WHO WITH HIS LATIN CLERGY WAS IGNORANT OF THE LANGUAGE THE ARTS AND THE THEOLOGY OF THE GREEKS,16000,LibriSpeech dev-clean,validation
librispeech_0559,data\raw\librispeech_sample\librispeech_0559.wav,NESTORIUS WHO DEPENDED ON THE NEAR APPROACH OF HIS EASTERN FRIENDS PERSISTED LIKE HIS PREDECESSOR CHRYSOSTOM TO DISCLAIM THE JURISDICTION AND TO DISOBEY THE SUMMONS OF HIS ENEMIES THEY HASTENED HIS TRIAL AND HIS ACCUSER PRESIDED IN THE SEAT OF JUDGMENT,16000,LibriSpeech dev-clean,validation
librispeech_0560,data\raw\librispeech_sample\librispeech_0560.wav,SIXTY EIGHT BISHOPS TWENTY TWO OF METROPOLITAN RANK DEFENDED HIS CAUSE BY A MODEST AND TEMPERATE PROTEST THEY WERE EXCLUDED FROM THE COUNCILS OF THEIR BRETHREN,16000,LibriSpeech dev-clean,validation
librispeech_0561,data\raw\librispeech_sample\librispeech_0561.wav,BY THE VIGILANCE OF MEMNON THE CHURCHES WERE SHUT AGAINST THEM AND A STRONG GARRISON WAS THROWN INTO THE CATHEDRAL,16000,LibriSpeech dev-clean,validation
librispeech_0562,data\raw\librispeech_sample\librispeech_0562.wav,DURING A BUSY PERIOD OF THREE MONTHS THE EMPEROR TRIED EVERY METHOD EXCEPT THE MOST EFFECTUAL MEANS OF INDIFFERENCE AND CONTEMPT TO RECONCILE THIS THEOLOGICAL QUARREL,16000,LibriSpeech dev-clean,validation
librispeech_0563,data\raw\librispeech_sample\librispeech_0563.wav,RETURN TO YOUR PROVINCES AND MAY YOUR PRIVATE VIRTUES REPAIR THE MISCHIEF AND SCANDAL OF YOUR MEETING,16000,LibriSpeech dev-clean,validation
librispeech_0564,data\raw\librispeech_sample\librispeech_0564.wav,THE FEEBLE SON OF ARCADIUS WAS ALTERNATELY SWAYED BY HIS WIFE AND SISTER BY THE EUNUCHS AND WOMEN OF THE PALACE SUPERSTITION AND AVARICE WERE THEIR RULING PASSIONS AND THE ORTHODOX CHIEFS WERE ASSIDUOUS IN THEIR ENDEAVORS TO ALARM THE FORMER AND TO GRATIFY THE LATTER,16000,LibriSpeech dev-clean,validation
librispeech_0565,data\raw\librispeech_sample\librispeech_0565.wav,BUT IN THIS AWFUL MOMENT OF THE DANGER OF THE CHURCH THEIR VOW WAS SUPERSEDED BY A MORE SUBLIME AND INDISPENSABLE DUTY,16000,LibriSpeech dev-clean,validation
librispeech_0566,data\raw\librispeech_sample\librispeech_0566.wav,AT THE SAME TIME EVERY AVENUE OF THE THRONE WAS ASSAULTED WITH GOLD,16000,LibriSpeech dev-clean,validation
librispeech_0567,data\raw\librispeech_sample\librispeech_0567.wav,THE PAST HE REGRETTED HE WAS DISCONTENTED WITH THE PRESENT AND THE FUTURE HE HAD REASON TO DREAD THE ORIENTAL BISHOPS SUCCESSIVELY DISENGAGED THEIR CAUSE FROM HIS UNPOPULAR NAME AND EACH DAY DECREASED THE NUMBER OF THE SCHISMATICS WHO REVERED NESTORIUS AS THE CONFESSOR OF THE FAITH,16000,LibriSpeech dev-clean,validation
librispeech_0568,data\raw\librispeech_sample\librispeech_0568.wav,A WANDERING TRIBE OF THE BLEMMYES OR NUBIANS INVADED HIS SOLITARY PRISON IN THEIR RETREAT THEY DISMISSED A CROWD OF USELESS CAPTIVES BUT NO SOONER HAD NESTORIUS REACHED THE BANKS OF THE NILE THAN HE WOULD GLADLY HAVE ESCAPED FROM A ROMAN AND ORTHODOX CITY TO THE MILDER SERVITUDE OF THE SAVAGES,16000,LibriSpeech dev-clean,validation
librispeech_0569,data\raw\librispeech_sample\librispeech_0569.wav,WHAT ARE YOU DOING HERE HE ASKED,16000,LibriSpeech dev-clean,validation
librispeech_0570,data\raw\librispeech_sample\librispeech_0570.wav,YOU HAVE BEEN TO THE HOTEL HE BURST OUT YOU HAVE SEEN CATHERINE,16000,LibriSpeech dev-clean,validation
librispeech_0571,data\raw\librispeech_sample\librispeech_0571.wav,WE HAVE BOTH SEEN THE SAME NEWSPAPER OF COURSE AND YOU HAVE BEEN THE FIRST TO CLEAR THE THING UP THAT'S IT ISN'T IT,16000,LibriSpeech dev-clean,validation
librispeech_0572,data\raw\librispeech_sample\librispeech_0572.wav,NOT SATISFIED WITH GOSSIP IN PRIVATE THE GREEDY PUBLIC APPETITE DEVOURS GOSSIP IN PRINT AND WANTS MORE OF IT THAN ANY ONE EDITOR CAN SUPPLY,16000,LibriSpeech dev-clean,validation
librispeech_0573,data\raw\librispeech_sample\librispeech_0573.wav,SUPPOSING THE REPORT HAD BEEN TRUE,16000,LibriSpeech dev-clean,validation
librispeech_0574,data\raw\librispeech_sample\librispeech_0574.wav,IN THE MEANTIME AFTER WHAT MISSUS PRESTY HAD CONFESSED THE CRUEL FALSEHOOD WHICH HAD CHECKED POOR KITTY'S NATURAL INQUIRIES RAISED AN INSUPERABLE OBSTACLE TO A MEETING BETWEEN FATHER AND CHILD,16000,LibriSpeech dev-clean,validation
librispeech_0575,data\raw\librispeech_sample\librispeech_0575.wav,HE HAD PROMISED TO DO HIS BEST TOWARD PERSUADING CATHERINE TO GRANT SYDNEY AN INTERVIEW,16000,LibriSpeech dev-clean,validation
librispeech_0576,data\raw\librispeech_sample\librispeech_0576.wav,EVEN THE CHANCE OF SUCCESSFULLY CONFIDING HER TO BENNYDECK'S PROTECTION HAD LOST SOMETHING OF ITS FAIR PROMISE SINCE RANDAL'S VISIT TO SYDENHAM,16000,LibriSpeech dev-clean,validation
librispeech_0577,data\raw\librispeech_sample\librispeech_0577.wav,BE THE RESULTS HOWEVER WHAT THEY MIGHT RANDAL COULD SEE BUT ONE PLAIN COURSE BEFORE HIM NOW,16000,LibriSpeech dev-clean,validation
librispeech_0578,data\raw\librispeech_sample\librispeech_0578.wav,CONSIDERATIONS OF DELICACY SEEMED TO FORBID TAKING THIS LIBERTY EVEN WITH AN INTIMATE FRIEND,16000,LibriSpeech dev-clean,validation
librispeech_0579,data\raw\librispeech_sample\librispeech_0579.wav,WHAT HAPPIER FUTURE COULD AWAIT HER ESPECIALLY IF SHE JUSTIFIED RANDAL'S PAST EXPERIENCE OF ALL THAT WAS CANDID AND TRUTHFUL IN HER CHARACTER THAN TO BECOME HIS FRIEND'S WIFE,16000,LibriSpeech dev-clean,validation
librispeech_0580,data\raw\librispeech_sample\librispeech_0580.wav,SHALL I SAY THAT SHE MAY EXPECT AN EARLY VISIT FROM YOU WHEN I SEE HER TO MORROW,16000,LibriSpeech dev-clean,validation
librispeech_0581,data\raw\librispeech_sample\librispeech_0581.wav,HE ADDED SYDNEY'S ADDRESS IN A POSTSCRIPT AND DISPATCHED HIS LETTER THAT EVENING,16000,LibriSpeech dev-clean,validation
librispeech_0582,data\raw\librispeech_sample\librispeech_0582.wav,BUT IT MIGHT PERHAPS BE EXCUSABLE TO INFER THAT THE MARRIAGE HAD NOT YET BEEN DECIDED ON AND THAT THE CAPTAIN'S PROPOSALS WERE STILL WAITING FOR CATHERINE'S REPLY,16000,LibriSpeech dev-clean,validation
librispeech_0583,data\raw\librispeech_sample\librispeech_0583.wav,NOT HAVING HEARD FROM CAPTAIN BENNYDECK FOR SOME LITTLE TIME RANDAL THOUGHT IT DESIRABLE IN SYDNEY'S INTERESTS TO MAKE INQUIRIES AT HIS CLUB,16000,LibriSpeech dev-clean,validation
librispeech_0584,data\raw\librispeech_sample\librispeech_0584.wav,THE SAILING MASTER ANNOUNCED THAT HE HAD ORDERS TO TAKE THE VESSEL BACK TO HER PORT WITH NO OTHER EXPLANATION THAN THAT THE CRUISE WAS OVER,16000,LibriSpeech dev-clean,validation
librispeech_0585,data\raw\librispeech_sample\librispeech_0585.wav,THIS ALTERNATIVE IN THE CAPTAIN'S PLANS TERMINATING THE VOYAGE A MONTH EARLIER THAN HIS ARRANGEMENTS HAD CONTEMPLATED PUZZLED RANDAL,16000,LibriSpeech dev-clean,validation
librispeech_0586,data\raw\librispeech_sample\librispeech_0586.wav,RANDAL WAITED A WHILE IN LONDON ON THE CHANCE THAT BENNYDECK MIGHT PAY HIM A VISIT,16000,LibriSpeech dev-clean,validation
librispeech_0587,data\raw\librispeech_sample\librispeech_0587.wav,HE IS STAYING AT THIS HOTEL TO TRY THE AIR OF SYDENHAM AND HE FINDS THAT IT AGREES WITH HIM,16000,LibriSpeech dev-clean,validation
librispeech_0588,data\raw\librispeech_sample\librispeech_0588.wav,HAD HER BEAUTY FASCINATED HIM,16000,LibriSpeech dev-clean,validation
librispeech_0589,data\raw\librispeech_sample\librispeech_0589.wav,RANDAL WROTE TO ACCEPT THE INVITATION DETERMINING TO PRESENT HIMSELF BEFORE THE APPOINTED HOUR AND TO QUESTION CATHERINE PRIVATELY WITHOUT GIVING HER THE ADVANTAGE OVER HIM OF PREPARING HERSELF FOR THE INTERVIEW,16000,LibriSpeech dev-clean,validation
librispeech_0590,data\raw\librispeech_sample\librispeech_0590.wav,AFTER MONTHS OF SEPARATION HE RECEIVED A VISIT FROM HERBERT,16000,LibriSpeech dev-clean,validation
